Date,AAPL,TSLA,SP500
2013-01-22,15.2732,2.346,1492.56
2013-01-23,15.5521,2.4,1494.81
2013-01-24,13.6311,2.466,1494.82
2013-01-25,13.31,2.46533,1502.96
2013-01-28,13.6105,2.53533,1500.18
2013-01-29,13.8651,2.53,1507.84
2013-01-30,13.8225,2.50133,1501.96
2013-01-31,13.7815,2.50067,1498.11
2013-02-01,13.7255,2.55333,1513.17
2013-02-04,13.3836,2.516,1495.71
2013-02-05,13.8523,2.542,1511.29
2013-02-06,13.8374,2.61133,1512.12
2013-02-07,14.2491,2.632,1509.39
2013-02-08,14.4554,2.616,1517.93
2013-02-11,14.6075,2.56133,1517.01
2013-02-12,14.2403,2.526,1519.43
2013-02-13,14.2136,2.56333,1520.33
2013-02-14,14.2006,2.55333,1521.38
2013-02-15,14.0053,2.46933,1519.79
2013-02-19,14.0004,2.61867,1530.94
2013-02-20,13.6606,2.56933,1511.95
2013-02-21,13.5751,2.344,1502.42
2013-02-22,13.7197,2.40733,1515.6
2013-02-25,13.4749,2.292,1487.85
2013-02-26,13.6645,2.29533,1496.94
2013-02-27,13.529,2.34,1515.99
2013-02-28,13.4338,2.322,1514.68
2013-03-01,13.1007,2.31,1518.2
2013-03-04,12.7816,2.372,1525.2
2013-03-05,13.1205,2.44333,1539.79
2013-03-06,12.9535,2.51267,1541.46
2013-03-07,13.1036,2.54867,1544.26
2013-03-08,13.1382,2.56467,1551.18
2013-03-11,13.3259,2.60667,1556.22
2013-03-12,13.0389,2.608,1552.48
2013-03-13,13.0359,2.59867,1554.52
2013-03-14,13.1626,2.45667,1563.23
2013-03-15,13.5026,2.35267,1560.7
2013-03-18,13.869,2.34333,1552.1
2013-03-19,13.8304,2.33867,1548.34
2013-03-20,13.7578,2.39667,1558.71
2013-03-21,13.7775,2.40067,1545.8
2013-03-22,14.0572,2.44133,1556.89
2013-03-25,14.1074,2.502,1551.69
2013-03-26,14.0349,2.524,1563.77
2013-03-27,13.7578,2.544,1562.85
2013-03-28,13.471,2.526,1569.19
2013-04-01,13.0536,2.92867,1562.17
2013-04-02,13.0801,2.956,1570.25
2013-04-03,13.1461,2.74,1553.69
2013-04-04,13.0163,2.80067,1559.98
2013-04-05,12.8799,2.758,1553.28
2013-04-08,12.9722,2.78867,1563.07
2013-04-09,12.9947,2.7,1568.61
2013-04-10,13.2609,2.79067,1587.73
2013-04-11,13.2185,2.906,1593.37
2013-04-12,13.0801,2.91667,1588.85
2013-04-15,12.7758,2.88667,1552.36
2013-04-16,12.9732,3.03933,1574.57
2013-04-17,12.2592,3.03,1552.01
2013-04-18,11.9308,3.13133,1541.61
2013-04-19,11.8851,3.18867,1555.25
2013-04-22,12.1324,3.346,1562.5
2013-04-23,12.3613,3.40067,1578.78
2013-04-24,12.3406,3.362,1578.79
2013-04-25,12.4281,3.46667,1585.16
2013-04-26,12.6982,3.41333,1582.24
2013-04-29,13.089,3.66267,1593.61
2013-04-30,13.4739,3.59933,1597.57
2013-05-01,13.3706,3.552,1582.7
2013-05-02,13.5586,3.60733,1597.59
2013-05-03,13.695,3.63667,1614.42
2013-05-06,14.0223,3.96667,1617.5
2013-05-07,13.9592,3.70067,1625.96
2013-05-08,14.1153,3.71933,1632.69
2013-05-09,13.9944,4.62667,1626.67
2013-05-10,13.8766,5.11733,1633.7
2013-05-13,13.9317,5.85333,1633.77
2013-05-14,13.5978,5.54933,1650.34
2013-05-15,13.1372,5.656,1658.78
2013-05-16,13.314,6.15,1650.47
2013-05-17,13.2728,6.1,1667.47
2013-05-20,13.5683,5.996,1666.29
2013-05-21,13.469,5.83933,1669.16
2013-05-22,13.5201,5.816,1655.35
2013-05-23,13.5437,6.182,1650.51
2013-05-24,13.6381,6.472,1649.6
2013-05-28,13.5221,7.35533,1660.06
2013-05-29,13.6311,6.97533,1648.36
2013-05-30,13.8334,6.99667,1654.41
2013-05-31,13.7775,6.51733,1630.74
2013-06-03,13.8078,6.17267,1640.42
2013-06-04,13.7648,6.32267,1631.38
2013-06-05,13.6361,6.358,1608.9
2013-06-06,13.4318,6.49,1622.56
2013-06-07,13.5339,6.80267,1643.38
2013-06-10,13.4454,6.67,1642.81
2013-06-11,13.4044,6.298,1626.13
2013-06-12,13.2414,6.51533,1612.52
2013-06-13,13.3561,6.54533,1636.36
2013-06-14,13.1745,6.68667,1626.73
2013-06-17,13.2344,6.81333,1639.04
2013-06-18,13.2274,6.89267,1651.81
2013-06-19,12.9584,6.97867,1628.93
2013-06-20,12.7688,6.71,1588.19
2013-06-21,12.6698,6.63667,1592.43
2013-06-24,12.3327,6.766,1573.09
2013-06-25,12.3347,6.82667,1588.03
2013-06-26,12.1932,7.048,1603.26
2013-06-27,12.0647,7.28333,1613.2
2013-06-28,12.2188,7.15733,1606.28
2013-07-01,12.537,7.812,1614.96
2013-07-02,12.8201,7.85467,1614.08
2013-07-03,12.8909,7.68267,1615.41
2013-07-05,12.7865,8.006,1631.89
2013-07-08,12.7157,8.10733,1640.46
2013-07-09,12.9387,8.23,1652.32
2013-07-10,12.8899,8.15133,1652.62
2013-07-11,13.089,8.374,1675.02
2013-07-12,13.0665,8.66,1680.19
2013-07-15,13.094,8.484,1682.5
2013-07-16,13.1793,7.27,1676.26
2013-07-17,13.1833,8.01667,1680.91
2013-07-18,13.2264,7.93533,1689.37
2013-07-19,13.0183,7.97867,1692.09
2013-07-22,13.0596,8.162,1695.53
2013-07-23,12.8346,8.18267,1692.39
2013-07-24,13.4947,8.11333,1685.94
2013-07-25,13.4338,8.27133,1690.25
2013-07-26,13.5105,8.626,1691.65
2013-07-29,13.7187,8.97467,1685.33
2013-07-30,13.8874,8.78267,1685.96
2013-07-31,13.8632,8.952,1685.73
2013-08-01,13.9914,9.03667,1706.87
2013-08-02,14.1705,9.2,1709.67
2013-08-05,14.3827,9.64533,1707.14
2013-08-06,14.2527,9.47667,1697.37
2013-08-07,14.2442,8.94867,1690.91
2013-08-08,14.2175,10.232,1697.48
2013-08-09,14.0163,10.2,1691.42
2013-08-12,14.4108,9.82533,1689.47
2013-08-13,15.0965,9.69533,1694.16
2013-08-14,15.3714,9.29067,1685.39
2013-08-15,15.3526,9.31133,1661.32
2013-08-16,15.4903,9.46667,1655.83
2013-08-19,15.6583,9.66,1646.06
2013-08-20,15.4521,9.972,1652.35
2013-08-21,15.4913,9.85733,1642.8
2013-08-22,15.511,10.4733,1656.96
2013-08-23,15.4501,10.7893,1663.5
2013-08-26,15.511,10.948,1656.78
2013-08-27,15.066,11.134,1630.48
2013-08-28,15.1387,11.0967,1634.96
2013-08-29,15.1624,11.0707,1638.17
2013-08-30,15.1113,11.2667,1632.97
2013-09-03,15.066,11.2627,1639.77
2013-09-04,15.3773,11.3747,1653.08
2013-09-05,15.2732,11.3287,1655.08
2013-09-06,15.3625,11.1313,1655.17
2013-09-09,15.6091,10.7133,1671.71
2013-09-10,15.2527,11.0913,1683.99
2013-09-11,14.4226,10.9013,1689.13
2013-09-12,14.5768,10.9953,1683.42
2013-09-13,14.3374,11.036,1687.99
2013-09-16,13.8805,11.1053,1697.6
2013-09-17,14.0398,11.082,1704.76
2013-09-18,14.3304,11.0813,1725.52
2013-09-19,14.5642,11.8613,1722.34
2013-09-20,14.4128,12.226,1709.91
2013-09-23,15.1297,12.074,1701.84
2013-09-24,15.0828,12.1553,1697.42
2013-09-25,14.8489,12.3493,1692.77
2013-09-26,14.9953,12.576,1698.67
2013-09-27,14.8884,12.7267,1691.75
2013-09-30,14.7872,12.8913,1681.55
2013-10-01,15.0464,12.8667,1695.0
2013-10-02,15.0965,12.0633,1693.87
2013-10-03,14.9078,11.554,1678.66
2013-10-04,14.8962,12.0653,1690.5
2013-10-07,15.0406,12.2047,1676.12
2013-10-08,14.8312,11.6487,1655.45
2013-10-09,15.0071,11.252,1656.4
2013-10-10,15.0995,11.5287,1692.56
2013-10-11,15.1966,11.9133,1703.2
2013-10-14,15.2968,11.9813,1710.14
2013-10-15,15.3764,12.2627,1698.06
2013-10-16,15.453,12.2373,1721.54
2013-10-17,15.5571,12.1867,1733.15
2013-10-18,15.6947,12.2267,1744.5
2013-10-21,16.0776,11.5067,1744.66
2013-10-22,16.0316,11.436,1754.67
2013-10-23,16.1885,10.9667,1746.38
2013-10-24,16.4027,11.5433,1752.07
2013-10-25,16.2202,11.3107,1759.77
2013-10-28,16.3419,10.8573,1762.11
2013-10-29,15.9334,10.9647,1771.95
2013-10-30,16.1866,10.6147,1763.31
2013-10-31,16.2132,10.6627,1756.54
2013-11-01,16.0365,10.8113,1761.64
2013-11-04,16.2447,11.68,1767.93
2013-11-05,16.2034,11.7873,1762.97
2013-11-06,16.1561,10.0773,1770.49
2013-11-07,15.8959,9.318,1747.15
2013-11-08,16.1465,9.19667,1770.61
2013-11-11,16.0983,9.64667,1771.89
2013-11-12,16.1288,9.18667,1767.69
2013-11-13,16.1484,9.24667,1782.0
2013-11-14,16.383,9.17333,1790.62
2013-11-15,16.2839,9.03,1798.18
2013-11-18,16.0855,8.10533,1791.53
2013-11-19,16.114,8.406,1787.87
2013-11-20,15.9745,8.074,1781.37
2013-11-21,16.1641,8.14,1795.85
2013-11-22,16.123,8.092,1804.76
2013-11-25,16.2457,8.056,1802.48
2013-11-26,16.545,8.03333,1802.75
2013-11-27,16.9352,8.46267,1807.23
2013-11-29,17.2484,8.48533,1805.81
2013-12-02,17.0982,8.278,1800.9
2013-12-03,17.5655,9.64667,1795.15
2013-12-04,17.5255,9.26333,1792.81
2013-12-05,17.6146,9.36533,1785.03
2013-12-06,17.3704,9.15733,1805.09
2013-12-09,17.5685,9.44,1808.37
2013-12-10,17.542,9.47933,1802.62
2013-12-11,17.4113,9.31,1782.22
2013-12-12,17.3859,9.83133,1775.5
2013-12-13,17.1982,9.84333,1775.32
2013-12-16,17.2917,9.86267,1786.54
2013-12-17,17.2141,10.164,1781.0
2013-12-18,17.0844,9.86533,1810.65
2013-12-19,16.8878,9.38133,1809.6
2013-12-20,17.0304,9.54933,1818.32
2013-12-23,17.6836,9.57,1827.99
2013-12-24,17.6088,10.094,1833.32
2013-12-26,17.4897,10.3667,1842.02
2013-12-27,17.3723,10.0747,1841.4
2013-12-30,17.2012,10.1627,1841.07
2013-12-31,17.3995,10.0287,1848.36
2014-01-02,17.1571,10.0067,1831.98
2014-01-03,16.7789,9.97067,1831.37
2014-01-06,16.8714,9.8,1826.77
2014-01-07,16.7504,9.95733,1837.88
2014-01-08,16.8575,10.0853,1837.49
2014-01-09,16.6414,9.83533,1838.13
2014-01-10,16.5305,9.71467,1842.37
2014-01-13,16.6178,9.28933,1819.2
2014-01-14,16.9491,10.7513,1838.88
2014-01-15,17.2887,10.942,1848.38
2014-01-16,17.1913,11.398,1845.89
2014-01-17,16.77,11.334,1838.7
2014-01-21,17.0323,11.7787,1843.8
2014-01-22,17.1069,11.904,1844.86
2014-01-23,17.2513,12.1,1828.46
2014-01-24,16.9382,11.64,1790.29
2014-01-27,17.0755,11.308,1781.56
2014-01-28,15.7114,11.892,1792.5
2014-01-29,15.5326,11.682,1774.2
2014-01-30,15.5022,12.1893,1794.19
2014-01-31,15.5268,12.094,1782.59
2014-02-03,15.5561,11.8073,1741.89
2014-02-04,15.7802,11.9153,1755.2
2014-02-05,15.8988,11.628,1751.64
2014-02-06,15.9913,11.892,1773.43
2014-02-07,16.2152,12.4353,1797.02
2014-02-10,16.507,13.104,1799.84
2014-02-11,16.723,13.108,1819.75
2014-02-12,16.721,13.0213,1819.26
2014-02-13,16.988,13.3087,1829.83
2014-02-14,16.9751,13.2153,1838.63
2014-02-18,17.038,13.58,1840.76
2014-02-19,16.7672,12.9093,1828.75
2014-02-20,16.5738,13.998,1839.78
2014-02-21,16.389,13.9733,1836.25
2014-02-24,16.4606,14.51,1847.61
2014-02-25,16.2908,16.5333,1845.12
2014-02-26,16.1426,16.8667,1845.16
2014-02-27,16.4644,16.836,1854.29
2014-02-28,16.4215,16.3207,1859.45
2014-03-03,16.4674,16.704,1845.73
2014-03-04,16.5767,16.9893,1873.91
2014-03-05,16.6118,16.844,1873.81
2014-03-06,16.5608,16.8627,1877.03
2014-03-07,16.551,16.414,1878.04
2014-03-10,16.5658,15.9227,1877.17
2014-03-11,16.7259,15.6273,1867.63
2014-03-12,16.7426,16.0993,1868.2
2014-03-13,16.5578,15.8527,1846.34
2014-03-14,16.3732,15.398,1841.13
2014-03-17,16.4373,15.5987,1858.83
2014-03-18,16.5816,16.0027,1872.25
2014-03-19,16.5777,15.7227,1860.77
2014-03-20,16.4972,15.6607,1872.01
2014-03-21,16.6276,15.2593,1866.52
2014-03-24,16.825,14.678,1857.44
2014-03-25,17.0059,14.696,1865.62
2014-03-26,16.8427,14.1973,1852.56
2014-03-27,16.77,13.8213,1849.04
2014-03-28,16.7514,14.158,1857.62
2014-03-31,16.7465,13.8967,1872.34
2014-04-01,16.9015,14.4647,1885.52
2014-04-02,16.9303,15.3527,1890.9
2014-04-03,16.8114,15.0267,1888.77
2014-04-04,16.5944,14.1487,1865.09
2014-04-07,16.3359,13.8347,1845.04
2014-04-08,16.3349,14.364,1851.96
2014-04-09,16.548,14.462,1872.18
2014-04-10,16.3359,13.6127,1833.08
2014-04-11,16.2132,13.5853,1815.69
2014-04-14,16.2781,13.206,1830.61
2014-04-15,16.1621,12.9273,1842.98
2014-04-16,16.1935,13.274,1862.31
2014-04-17,16.3801,13.208,1864.85
2014-04-21,16.5748,13.6253,1871.89
2014-04-22,16.5905,14.576,1879.55
2014-04-23,16.3761,13.866,1875.39
2014-04-24,17.7169,13.8573,1878.61
2014-04-25,17.8454,13.3233,1863.4
2014-04-28,18.5377,13.234,1869.43
2014-04-29,18.483,13.7947,1878.33
2014-04-30,18.4124,13.8593,1883.95
2014-05-01,18.4553,13.8487,1883.68
2014-05-02,18.49,14.0607,1881.14
2014-05-05,18.7511,14.4407,1884.66
2014-05-06,18.5476,13.8187,1867.72
2014-05-07,18.483,13.4233,1878.21
2014-05-08,18.4504,11.906,1875.63
2014-05-09,18.374,12.1507,1878.48
2014-05-12,18.6019,12.3113,1896.65
2014-05-13,18.6301,12.6773,1897.45
2014-05-14,18.6341,12.708,1888.53
2014-05-15,18.475,12.5727,1870.85
2014-05-16,18.7482,12.7707,1877.86
2014-05-19,18.971,13.0727,1885.08
2014-05-20,18.974,13.02,1872.83
2014-05-21,19.0252,13.2967,1888.03
2014-05-22,19.0546,13.6587,1892.49
2014-05-23,19.2687,13.82,1900.53
2014-05-27,19.631,14.104,1911.91
2014-05-28,19.5801,14.016,1909.78
2014-05-29,19.9357,14.016,1920.03
2014-05-30,19.8628,13.8513,1923.57
2014-06-02,19.7254,13.6467,1924.97
2014-06-03,20.0032,13.6627,1924.24
2014-06-04,20.2331,13.5993,1927.88
2014-06-05,20.3138,13.7933,1940.46
2014-06-06,20.2568,13.878,1949.44
2014-06-09,20.5788,13.6873,1951.27
2014-06-10,20.6996,13.4867,1950.79
2014-06-11,20.6143,13.6313,1943.89
2014-06-12,20.2723,13.568,1930.11
2014-06-13,20.0474,13.7613,1936.16
2014-06-16,20.2528,14.974,1937.78
2014-06-17,20.2252,15.4447,1941.99
2014-06-18,20.2481,15.1413,1956.98
2014-06-19,20.1761,15.186,1959.48
2014-06-20,19.9668,15.306,1962.87
2014-06-23,19.9484,15.8147,1962.61
2014-06-24,19.8293,15.5,1949.98
2014-06-25,19.8463,15.7927,1959.53
2014-06-26,19.964,15.7067,1957.22
2014-06-27,20.2036,15.9373,1960.96
2014-06-30,20.4107,16.004,1960.23
2014-07-01,20.5406,15.9813,1973.32
2014-07-02,20.5327,15.2953,1974.62
2014-07-03,20.6514,15.2833,1985.44
2014-07-07,21.0798,14.844,1977.65
2014-07-08,20.9442,14.6047,1963.71
2014-07-09,20.953,14.8707,1972.83
2014-07-10,20.8764,14.6307,1964.68
2014-07-11,20.9157,14.542,1967.57
2014-07-14,21.1837,15.1133,1977.1
2014-07-15,20.9383,14.6387,1973.28
2014-07-16,20.8175,14.4773,1981.57
2014-07-17,20.4463,14.36,1958.12
2014-07-18,20.7399,14.668,1978.22
2014-07-21,20.631,14.7027,1973.63
2014-07-22,20.8047,14.6387,1983.53
2014-07-23,21.3461,14.8327,1987.01
2014-07-24,21.3105,14.9027,1987.98
2014-07-25,21.4519,14.9047,1978.34
2014-07-28,21.7496,14.988,1978.91
2014-07-29,21.6092,15.0007,1969.95
2014-07-30,21.5591,15.2613,1970.07
2014-07-31,20.999,14.8867,1930.67
2014-08-01,21.116,15.5513,1925.15
2014-08-04,20.997,15.9013,1938.99
2014-08-05,20.893,15.8993,1920.21
2014-08-06,20.8567,16.5953,1920.24
2014-08-07,20.8548,16.826,1909.57
2014-08-08,20.9137,16.542,1931.59
2014-08-11,21.1877,17.288,1936.92
2014-08-12,21.1827,17.3307,1933.75
2014-08-13,21.4648,17.354,1946.72
2014-08-14,21.5217,17.4253,1955.18
2014-08-15,21.6287,17.4673,1955.06
2014-08-18,21.8869,17.3293,1971.74
2014-08-19,22.1916,17.1173,1981.6
2014-08-20,22.2003,17.0473,1986.51
2014-08-21,22.2023,16.956,1992.37
2014-08-22,22.3644,17.1187,1988.4
2014-08-25,22.4134,17.5033,1997.92
2014-08-26,22.27,17.4493,2000.02
2014-08-27,22.544,17.55,2000.12
2014-08-28,22.5687,17.5907,1996.74
2014-08-29,22.6256,17.98,2003.37
2014-09-02,22.7995,18.9413,2002.28
2014-09-03,21.84,18.746,2000.72
2014-09-04,21.6591,19.0693,1997.65
2014-09-05,21.8468,18.4927,2007.71
2014-09-08,21.7131,18.8073,2001.54
2014-09-09,21.6306,18.5653,1988.44
2014-09-10,22.2919,18.74,1995.69
2014-09-11,22.389,18.6873,1997.45
2014-09-12,22.44,18.6133,1985.54
2014-09-15,22.4341,16.924,1984.13
2014-09-16,22.2631,17.3827,1998.98
2014-09-17,22.4223,17.4253,2001.57
2014-09-18,22.4684,17.588,2011.36
2014-09-19,22.2839,17.288,2010.4
2014-09-22,22.3054,16.6687,1994.29
2014-09-23,22.6581,16.694,1982.77
2014-09-24,22.4596,16.8093,1998.3
2014-09-25,21.6034,16.4633,1965.99
2014-09-26,22.2415,16.44,1982.85
2014-09-29,22.0983,16.3507,1977.8
2014-09-30,22.2415,16.1787,1972.29
2014-10-01,21.8918,16.016,1946.16
2014-10-02,22.051,16.7613,1946.17
2014-10-03,21.9892,17.014,1967.9
2014-10-06,21.9892,17.3747,1964.82
2014-10-07,21.7977,17.3047,1935.1
2014-10-08,22.2495,17.2853,1968.89
2014-10-09,22.2967,17.134,1928.21
2014-10-10,22.2376,15.794,1906.13
2014-10-13,22.0315,14.9727,1874.74
2014-10-14,21.7977,15.1373,1877.7
2014-10-15,21.5314,15.3133,1862.49
2014-10-16,21.2458,15.09,1862.76
2014-10-17,21.56,15.1653,1886.76
2014-10-20,22.0197,15.3647,1904.01
2014-10-21,22.6187,15.6893,1941.28
2014-10-22,22.7358,15.4067,1927.11
2014-10-23,23.1412,15.686,1950.82
2014-10-24,23.2248,15.6827,1964.58
2014-10-27,23.201,14.778,1961.63
2014-10-28,23.5605,16.1847,1985.05
2014-10-29,23.6961,15.8733,1982.3
2014-10-30,23.6108,15.9107,1994.65
2014-10-31,23.8386,16.1133,2018.05
2014-11-03,24.1489,16.1727,2017.81
2014-11-04,23.9682,15.9287,2012.1
2014-11-05,24.0231,15.398,2023.57
2014-11-06,24.0929,16.0813,2031.21
2014-11-07,24.1666,16.0133,2031.92
2014-11-10,24.1254,16.1287,2038.26
2014-11-11,24.3247,16.7387,2039.68
2014-11-12,24.6576,16.6067,2038.25
2014-11-13,25.0133,16.78,2039.33
2014-11-14,25.3135,17.2453,2039.82
2014-11-17,25.2725,16.932,2041.32
2014-11-18,25.6027,17.18,2051.8
2014-11-19,25.4169,16.516,2048.72
2014-11-20,25.7852,16.5807,2052.75
2014-11-21,25.8206,16.1853,2063.5
2014-11-24,26.2968,16.448,2069.41
2014-11-25,26.071,16.5393,2067.03
2014-11-26,26.3853,16.5627,2072.83
2014-11-28,26.3705,16.3013,2067.56
2014-12-01,25.5153,15.4427,2053.44
2014-12-02,25.4099,15.4287,2066.55
2014-12-03,25.6966,15.2867,2074.33
2014-12-04,25.6072,15.2187,2071.92
2014-12-05,25.4984,14.914,2075.37
2014-12-08,24.9179,14.2907,2060.31
2014-12-09,25.2993,14.4593,2059.82
2014-12-10,24.8216,13.9893,2026.14
2014-12-11,24.749,13.9253,2035.33
2014-12-12,24.3325,13.8,2002.33
2014-12-15,23.9868,13.6027,1989.63
2014-12-16,23.6649,13.1873,1972.74
2014-12-17,24.2559,13.7213,2012.89
2014-12-18,24.9748,14.5507,2061.23
2014-12-19,24.7824,14.6193,2070.65
2014-12-22,25.0387,14.84,2078.54
2014-12-23,24.9494,14.7313,2082.17
2014-12-24,24.8346,14.8173,2081.88
2014-12-26,25.2725,15.188,2088.77
2014-12-29,25.2546,15.0473,2090.57
2014-12-30,24.9455,14.8153,2080.35
2014-12-31,24.474,14.8273,2058.9
2015-01-02,24.2374,14.6207,2058.2
2015-01-05,23.5555,14.006,2020.58
2015-01-06,23.5575,14.0853,2002.61
2015-01-07,23.8917,14.0633,2025.9
2015-01-08,24.8079,14.0413,2062.14
2015-01-09,24.8346,13.7773,2044.81
2015-01-12,24.2175,13.4807,2028.26
2015-01-13,24.4406,13.6167,2023.03
2015-01-14,24.3463,12.846,2011.27
2015-01-15,23.6814,12.7913,1992.67
2015-01-16,23.4937,12.8713,2019.42
2015-01-20,24.0979,12.7953,2022.55
2015-01-21,24.2904,13.1047,2032.12
2015-01-22,24.9179,13.4413,2063.15
2015-01-23,25.0484,13.4193,2051.82
2015-01-26,25.0722,13.77,2057.09
2015-01-27,24.1931,13.732,2029.55
2015-01-28,25.5641,13.2913,2002.16
2015-01-29,26.3637,13.68,2021.25
2015-01-30,25.9767,13.5733,1994.99
2015-02-02,26.2968,14.0627,2020.85
2015-02-03,26.3018,14.5573,2050.03
2015-02-04,26.5003,14.57,2041.51
2015-02-05,26.6945,14.7327,2062.52
2015-02-06,26.4628,14.4907,2055.47
2015-02-09,26.6436,14.4987,2046.74
2015-02-10,27.1562,14.4193,2068.59
2015-02-11,27.7907,14.1867,2068.53
2015-02-12,28.1471,13.5253,2088.48
2015-02-13,28.2818,13.5847,2096.99
2015-02-17,28.4538,13.6233,2100.34
2015-02-18,28.6452,13.6307,2099.68
2015-02-19,28.5863,14.114,2097.45
2015-02-20,28.8239,14.474,2110.3
2015-02-23,29.6047,13.8227,2109.66
2015-02-24,29.4162,13.6073,2115.48
2015-02-25,28.6617,13.584,2113.86
2015-02-26,29.0274,13.8127,2110.74
2015-02-27,28.5883,13.556,2104.5
2015-03-02,28.7277,13.1547,2117.39
2015-03-03,28.7945,13.304,2107.78
2015-03-04,28.6078,13.4953,2098.53
2015-03-05,28.1345,13.3753,2101.04
2015-03-06,28.1768,12.9253,2071.26
2015-03-09,28.2947,12.7253,2079.43
2015-03-10,27.7091,12.688,2044.16
2015-03-11,27.2044,12.916,2040.24
2015-03-12,27.3527,12.5787,2065.95
2015-03-13,27.5125,12.5787,2053.4
2015-03-16,27.8073,13.0467,2081.19
2015-03-17,28.2719,12.982,2074.28
2015-03-18,28.5903,13.3807,2099.5
2015-03-19,28.3781,13.0433,2089.27
2015-03-20,28.0253,13.2053,2108.1
2015-03-23,28.3112,13.3087,2104.42
2015-03-24,28.1963,13.448,2091.5
2015-03-25,27.4637,12.9533,2061.05
2015-03-26,27.6501,12.6933,2056.15
2015-03-27,27.4322,12.3333,2061.02
2015-03-30,28.1245,12.7047,2086.24
2015-03-31,27.6925,12.5847,2067.89
2015-04-01,27.6531,12.506,2059.69
2015-04-02,27.8907,12.7333,2066.96
2015-04-06,28.3406,13.54,2080.62
2015-04-07,28.045,13.55,2076.33
2015-04-08,27.9566,13.8447,2081.9
2015-04-09,28.1699,14.006,2091.18
2015-04-10,28.2848,14.06,2102.06
2015-04-13,28.2288,13.9853,2092.43
2015-04-14,28.1108,13.8307,2095.84
2015-04-15,28.2159,13.8553,2106.63
2015-04-16,28.0825,13.78,2104.99
2015-04-17,27.7613,13.786,2081.18
2015-04-20,28.4006,13.6847,2100.4
2015-04-21,28.2424,13.9607,2097.29
2015-04-22,28.6226,14.6293,2107.96
2015-04-23,28.8652,14.5733,2112.93
2015-04-24,28.9997,14.562,2117.69
2015-04-27,29.5242,15.4367,2108.92
2015-04-28,29.0536,15.3653,2114.76
2015-04-29,28.6275,15.4967,2106.85
2015-04-30,27.8528,15.07,2085.51
2015-05-01,28.6982,15.0687,2108.29
2015-05-04,28.6423,15.3673,2114.49
2015-05-05,28.004,15.53,2089.46
2015-05-06,27.822,15.362,2080.15
2015-05-07,27.9982,15.7867,2088.0
2015-05-08,28.5216,15.774,2116.1
2015-05-11,28.2288,15.966,2105.33
2015-05-12,28.1305,16.316,2099.12
2015-05-13,28.1639,16.212,2098.48
2015-05-14,28.8239,16.2733,2121.1
2015-05-15,28.7826,16.5893,2122.73
2015-05-18,29.0911,16.5833,2129.2
2015-05-19,29.0645,16.476,2127.83
2015-05-20,29.0625,16.29,2125.85
2015-05-21,29.3688,16.3747,2130.82
2015-05-22,29.6254,16.5153,2126.06
2015-05-26,28.9752,16.4973,2104.2
2015-05-27,29.5123,16.4953,2123.48
2015-05-28,29.4475,16.7633,2120.79
2015-05-29,29.1107,16.72,2107.39
2015-06-01,29.1698,16.63,2111.73
2015-06-02,29.0419,16.5567,2109.6
2015-06-03,29.0743,16.5993,2114.07
2015-06-04,28.921,16.3947,2095.84
2015-06-05,28.7531,16.6093,2092.83
2015-06-08,28.5608,17.086,2079.28
2015-06-09,28.48,17.0667,2080.15
2015-06-10,28.8093,16.7133,2105.2
2015-06-11,28.7375,16.7607,2108.86
2015-06-12,28.424,16.7127,2094.11
2015-06-15,28.3663,16.692,2084.43
2015-06-16,28.5206,16.8747,2096.29
2015-06-17,28.4538,17.3607,2100.44
2015-06-18,28.5763,17.4593,2121.24
2015-06-19,28.2917,17.5007,2109.99
2015-06-22,28.5206,17.3193,2122.85
2015-06-23,28.3918,17.8447,2124.2
2015-06-24,28.6295,17.678,2108.58
2015-06-25,28.4987,17.9193,2102.31
2015-06-26,28.3268,17.806,2101.49
2015-06-29,27.8318,17.468,2057.64
2015-06-30,28.0303,17.884,2063.11
2015-07-01,28.2917,17.9433,2077.42
2015-07-02,28.2581,18.668,2076.78
2015-07-06,28.1619,18.648,2068.76
2015-07-07,28.0923,17.8587,2081.34
2015-07-08,27.393,16.9973,2046.68
2015-07-09,26.8381,17.1947,2051.31
2015-07-10,27.5551,17.2767,2076.62
2015-07-13,28.0844,17.4773,2099.6
2015-07-14,28.0727,17.71,2108.95
2015-07-15,28.3406,17.5427,2107.4
2015-07-16,28.718,17.7787,2124.29
2015-07-17,28.9752,18.3107,2126.64
2015-07-20,29.5162,18.8173,2128.28
2015-07-21,29.2197,17.7847,2119.21
2015-07-22,27.9882,17.858,2114.15
2015-07-23,27.9742,17.8133,2102.15
2015-07-24,27.8238,17.694,2079.65
2015-07-27,27.4399,16.8673,2067.64
2015-07-28,27.5777,17.6547,2093.25
2015-07-29,27.4932,17.588,2108.57
2015-07-30,27.3498,17.786,2108.63
2015-07-31,27.1072,17.7433,2103.84
2015-08-03,26.4628,17.3327,2098.04
2015-08-04,25.625,17.752,2093.32
2015-08-05,25.7911,18.0087,2099.84
2015-08-06,25.8468,16.4087,2083.56
2015-08-07,25.9354,16.1673,2077.57
2015-08-10,26.8841,16.076,2104.18
2015-08-11,25.4806,15.8247,2084.07
2015-08-12,25.8717,15.878,2086.05
2015-08-13,25.8488,16.1673,2083.39
2015-08-14,26.0318,16.21,2091.54
2015-08-17,26.3018,16.9993,2102.44
