Date,AAPL,TSLA,SP500
2015-08-18,26.1565,17.3813,2096.92
2015-08-19,25.8206,17.0167,2079.61
2015-08-20,25.2895,16.1453,2035.73
2015-08-21,23.7483,15.3847,1970.89
2015-08-24,23.1532,14.5913,1893.21
2015-08-25,23.2895,14.6687,1867.61
2015-08-26,24.6251,14.9893,1940.51
2015-08-27,25.3481,16.1993,1987.66
2015-08-28,25.4316,16.5653,1988.87
2015-08-31,25.3135,16.604,1972.18
2015-09-01,24.1833,15.9087,1913.85
2015-09-02,25.2206,16.5127,1948.86
2015-09-03,24.7805,16.3713,1951.13
2015-09-04,24.528,16.1287,1921.22
2015-09-08,25.2138,16.5447,1969.41
2015-09-09,24.7313,16.594,1942.04
2015-09-10,25.2745,16.5653,1952.29
2015-09-11,25.6418,16.6827,1961.05
2015-09-14,25.8864,16.8793,1953.03
2015-09-15,26.1071,16.9047,1978.09
2015-09-16,26.1339,17.4833,1995.31
2015-09-17,25.5789,17.4713,1990.2
2015-09-18,25.4708,17.3747,1958.03
2015-09-21,25.8647,17.6133,1966.97
2015-09-22,25.459,17.396,1942.74
2015-09-23,25.6665,17.404,1938.76
2015-09-24,25.8186,17.5413,1932.24
2015-09-25,25.7525,17.1273,1931.34
2015-09-28,25.2447,16.562,1881.77
2015-09-29,24.4878,16.4433,1884.09
2015-09-30,24.7658,16.56,1920.03
2015-10-01,24.599,15.992,1923.82
2015-10-02,24.7824,16.5047,1951.36
2015-10-05,24.8708,16.41,1987.05
2015-10-06,24.9916,16.0973,1979.92
2015-10-07,24.8708,15.464,1995.83
2015-10-08,24.5792,15.1147,2013.43
2015-10-09,25.1711,14.7127,2014.89
2015-10-12,25.0554,14.372,2017.46
2015-10-13,25.0937,14.6167,2003.69
2015-10-14,24.7461,14.4587,1994.24
2015-10-15,25.1103,14.754,2023.86
2015-10-16,24.9296,15.134,2033.11
2015-10-19,25.0819,15.2067,2033.66
2015-10-20,25.5474,14.202,2030.77
2015-10-21,25.5444,14.006,2018.94
2015-10-22,25.9304,14.1147,2052.51
2015-10-23,26.7349,13.9393,2075.15
2015-10-26,25.8814,14.3507,2071.18
2015-10-27,25.7165,14.0233,2065.89
2015-10-28,26.78,14.1973,2090.35
2015-10-29,27.058,14.1087,2089.41
2015-10-30,26.8301,13.7953,2079.36
2015-11-02,27.2044,14.2527,2104.05
2015-11-03,27.5225,13.89,2109.79
2015-11-04,27.3881,15.442,2102.31
2015-11-05,27.2663,15.4513,2099.93
2015-11-06,27.2995,15.4907,2099.2
2015-11-09,27.1818,15.022,2078.58
2015-11-10,26.3284,14.4333,2081.72
2015-11-11,26.1819,14.6053,2075.0
2015-11-12,26.0926,14.196,2045.97
2015-11-13,25.3253,13.8127,2023.04
2015-11-16,25.743,14.2873,2053.19
2015-11-17,25.6368,14.2667,2050.44
2015-11-18,26.4394,14.738,2083.58
2015-11-19,26.784,14.7867,2081.24
2015-11-20,26.9038,14.6673,2089.17
2015-11-23,26.5434,14.5167,2086.59
2015-11-24,26.8056,14.55,2089.14
2015-11-25,26.6111,15.3093,2088.87
2015-11-27,26.5571,15.4407,2090.11
2015-11-30,26.675,15.3507,2080.41
2015-12-01,26.4462,15.8127,2102.63
2015-12-02,26.2212,15.466,2079.51
2015-12-03,25.9767,15.514,2049.62
2015-12-04,26.84,15.3587,2091.69
2015-12-07,26.6701,15.4087,2077.07
2015-12-08,26.6573,15.1147,2063.59
2015-12-09,26.068,14.968,2047.62
2015-12-10,26.1947,15.138,2052.23
2015-12-11,25.5221,14.468,2012.37
2015-12-14,25.3581,14.572,2021.94
2015-12-15,24.913,14.7393,2043.41
2015-12-16,25.1016,15.634,2073.07
2015-12-17,24.5692,15.5593,2041.89
2015-12-18,23.9101,15.364,2005.55
2015-12-21,24.1981,15.504,2021.15
2015-12-22,24.1785,15.33,2038.97
2015-12-23,24.4898,15.3133,2064.29
2015-12-24,24.362,15.3713,2060.99
2015-12-28,24.0802,15.2633,2056.5
2015-12-29,24.5144,15.8127,2078.36
2015-12-30,24.1961,15.8727,2063.36
2015-12-31,23.7365,16.0007,2043.94
2016-01-04,23.7569,14.894,2012.66
2016-01-05,23.1581,14.8953,2016.71
2016-01-06,22.7053,14.6027,1990.26
2016-01-07,21.7466,14.3767,1943.09
2016-01-08,21.8606,14.0667,1922.03
2016-01-11,22.2161,13.8567,1923.67
2016-01-12,22.5372,13.998,1938.68
2016-01-13,21.9567,13.354,1890.28
2016-01-14,22.44,13.7453,1921.84
2016-01-15,21.8987,13.666,1880.33
2016-01-19,21.7938,13.648,1881.33
2016-01-20,21.8231,13.2467,1859.33
2016-01-21,21.7141,13.3313,1868.99
2016-01-22,22.8663,13.5033,1906.9
2016-01-25,22.4213,13.0913,1877.08
2016-01-26,22.544,12.904,1903.63
2016-01-27,21.0649,12.538,1882.95
2016-01-28,21.2122,12.6467,1893.36
2016-01-29,21.9449,12.7407,1940.24
2016-02-01,21.7427,13.1293,1939.38
2016-02-02,21.3007,12.1853,1903.03
2016-02-03,21.7249,11.5653,1912.53
2016-02-04,21.8967,11.6887,1915.45
2016-02-05,21.3115,10.84,1880.05
2016-02-08,21.5393,9.86867,1853.44
2016-02-09,21.5344,9.88333,1852.21
2016-02-10,21.3693,9.578,1851.86
2016-02-11,21.2389,10.0313,1829.08
2016-02-12,21.3056,10.0693,1864.78
2016-02-16,21.9057,10.3447,1895.58
2016-02-17,22.2445,11.2453,1926.82
2016-02-18,21.8212,11.118,1917.83
2016-02-19,21.7722,11.1053,1917.78
2016-02-22,21.9606,11.8493,1945.5
2016-02-23,21.4658,11.814,1921.27
2016-02-24,21.786,11.9333,1929.8
2016-02-25,21.9343,12.4953,1951.7
2016-02-26,21.9674,12.6893,1948.05
2016-02-29,21.9176,12.7953,1932.23
2016-03-01,22.7887,12.4233,1978.35
2016-03-02,22.8387,12.556,1986.45
2016-03-03,23.0127,13.0493,1993.4
2016-03-04,23.3554,13.4027,1999.99
2016-03-07,23.0943,13.686,2001.76
2016-03-08,22.9024,13.5067,1979.26
2016-03-09,22.9242,13.9147,1989.26
2016-03-10,22.9361,13.6787,1989.57
2016-03-11,23.1805,13.8333,2022.19
2016-03-14,23.2396,14.3433,2019.64
2016-03-15,23.7108,14.556,2015.93
2016-03-16,24.0183,14.7953,2027.22
2016-03-17,23.9801,15.092,2040.59
2016-03-18,24.0085,15.516,2049.58
2016-03-21,24.0056,15.888,2051.6
2016-03-22,24.1902,15.616,2049.8
2016-03-23,24.0567,14.8387,2036.71
2016-03-24,23.9535,15.1833,2035.94
2016-03-28,23.8463,15.3507,2037.05
2016-03-29,24.4141,15.342,2055.01
2016-03-30,24.8375,15.126,2063.95
2016-03-31,24.7066,15.318,2059.74
2016-04-01,24.9326,15.8393,2072.78
2016-04-04,25.188,16.466,2066.13
2016-04-05,24.8963,17.0313,2045.17
2016-04-06,25.1526,17.6947,2066.66
2016-04-07,24.6037,17.1467,2041.91
2016-04-08,24.633,16.6713,2047.6
2016-04-11,24.7136,16.6613,2041.99
2016-04-12,25.0358,16.5213,2061.72
2016-04-13,25.394,16.9687,2082.42
2016-04-14,25.4069,16.7907,2082.78
2016-04-15,24.9063,16.9673,2080.73
2016-04-18,24.369,16.9253,2094.34
2016-04-19,24.2355,16.4913,2100.8
2016-04-20,24.2874,16.6647,2102.4
2016-04-21,24.0183,16.5527,2091.48
2016-04-22,23.9565,16.9167,2091.58
2016-04-25,23.821,16.788,2087.79
2016-04-26,23.655,16.916,2091.7
2016-04-27,22.1729,16.7647,2095.15
2016-04-28,21.4971,16.514,2075.81
2016-04-29,21.2488,16.0507,2065.3
2016-05-02,21.2251,16.12,2081.43
2016-05-03,21.5766,15.488,2063.37
2016-05-04,21.3505,14.8373,2051.12
2016-05-05,21.2633,14.102,2050.63
2016-05-06,21.1475,14.3287,2057.14
2016-05-09,21.1635,13.928,2058.69
2016-05-10,21.3056,13.9127,2084.39
2016-05-11,21.1003,13.9307,2064.46
2016-05-12,20.6024,13.8133,2064.11
2016-05-13,20.6425,13.8407,2046.61
2016-05-16,21.4118,13.886,2066.66
2016-05-17,21.3214,13.644,2047.21
2016-05-18,21.5669,14.078,2047.63
2016-05-19,21.4846,14.3473,2040.04
2016-05-20,21.719,14.6853,2052.32
2016-05-23,21.9922,14.4147,2048.04
2016-05-24,22.328,14.5273,2076.06
2016-05-25,22.7151,14.6387,2090.54
2016-05-26,22.9004,15.008,2090.1
2016-05-27,22.8871,14.8693,2099.06
2016-05-31,22.7748,14.882,2096.95
2016-06-01,22.4566,14.6373,2099.33
2016-06-02,22.2889,14.5973,2105.26
2016-06-03,22.333,14.5993,2099.13
2016-06-06,22.4959,14.712,2109.41
2016-06-07,22.5853,15.4893,2112.13
2016-06-08,22.5647,15.7013,2119.12
2016-06-09,22.7268,15.2907,2115.48
2016-06-10,22.542,14.586,2096.07
2016-06-13,22.2003,14.5247,2079.06
2016-06-14,22.2288,14.33,2075.32
2016-06-15,22.1551,14.5133,2071.5
2016-06-16,22.2485,14.5287,2077.99
2016-06-17,21.7427,14.3653,2071.22
2016-06-20,21.6918,14.6467,2083.25
2016-06-21,21.8734,14.6407,2088.9
2016-06-22,21.7958,13.1107,2085.45
2016-06-23,21.9166,13.0933,2113.32
2016-06-24,21.3007,12.8767,2037.41
2016-06-27,20.9932,13.2367,2000.54
2016-06-28,21.3452,13.4527,2036.09
2016-06-29,21.5314,14.0107,2070.77
2016-06-30,21.8044,14.152,2098.86
2016-07-01,21.8685,14.4333,2102.95
2016-07-05,21.678,14.2653,2088.55
2016-07-06,21.7878,14.296,2099.73
2016-07-07,21.8801,14.396,2097.9
2016-07-08,22.0501,14.452,2129.9
2016-07-11,22.119,14.9853,2137.16
2016-07-12,22.2191,14.9767,2152.14
2016-07-13,22.0933,14.8353,2152.43
2016-07-14,22.5274,14.7687,2163.75
2016-07-15,22.5274,14.6913,2161.74
2016-07-18,22.7679,15.0833,2166.89
2016-07-19,22.7778,15.0173,2163.78
2016-07-20,22.7975,15.224,2173.02
2016-07-21,22.6775,14.7,2165.17
2016-07-22,22.5019,14.818,2175.03
2016-07-25,22.2003,15.334,2168.48
2016-07-26,22.0471,15.3007,2169.18
2016-07-27,23.4781,15.2327,2166.58
2016-07-28,23.7973,15.374,2170.06
2016-07-29,23.7688,15.6527,2173.6
2016-08-01,24.1862,15.334,2170.84
2016-08-02,23.8287,15.1467,2157.03
2016-08-03,24.1274,15.0387,2163.79
2016-08-04,24.2775,15.374,2164.25
2016-08-05,24.6429,15.3353,2182.87
2016-08-08,24.8512,15.0773,2180.89
2016-08-09,24.9524,15.272,2181.74
2016-08-10,24.7688,15.0433,2175.49
2016-08-11,24.7509,14.994,2185.79
2016-08-12,24.8079,15.0407,2184.05
2016-08-15,25.1016,15.0393,2190.15
2016-08-16,25.0819,14.9073,2178.15
2016-08-17,25.0416,14.8827,2182.22
2016-08-18,25.0133,14.9007,2187.02
2016-08-19,25.0771,15.0,2183.87
2016-08-22,24.8835,14.862,2182.64
2016-08-23,24.9621,14.9893,2186.9
2016-08-24,24.7727,14.8413,2175.44
2016-08-25,24.6626,14.7307,2172.47
2016-08-26,24.5183,14.666,2169.04
2016-08-29,24.4967,14.3467,2180.38
2016-08-30,24.3051,14.0893,2176.12
2016-08-31,24.3325,14.134,2170.95
2016-09-01,24.4768,13.3847,2170.86
2016-09-02,24.7017,13.1853,2179.98
2016-09-06,24.694,13.5213,2186.48
2016-09-07,24.8492,13.4467,2186.16
2016-09-08,24.1961,13.1573,2181.3
2016-09-09,23.6481,12.9647,2127.81
2016-09-12,24.1803,13.22,2159.04
2016-09-13,24.7559,13.07,2127.02
2016-09-14,25.6319,13.094,2125.77
2016-09-15,26.4953,13.348,2147.26
2016-09-16,26.3539,13.6933,2139.16
2016-09-19,26.0435,13.756,2139.12
2016-09-20,26.0415,13.6427,2139.76
2016-09-21,26.0357,13.6813,2163.12
2016-09-22,26.2791,13.762,2177.18
2016-09-23,25.8449,13.83,2164.69
2016-09-26,25.8814,13.9327,2146.1
2016-09-27,25.9304,13.7207,2159.93
2016-09-28,26.1319,13.7513,2171.37
2016-09-29,25.7265,13.38,2151.13
2016-09-30,25.9208,13.602,2168.27
2016-10-03,25.804,14.2467,2161.2
2016-10-04,25.9079,14.094,2150.49
2016-10-05,25.9208,13.8973,2159.73
2016-10-06,26.12,13.4,2160.77
2016-10-07,26.1594,13.1073,2153.74
2016-10-10,26.6111,13.3967,2163.66
2016-10-11,26.6701,13.34,2136.73
2016-10-12,26.9108,13.434,2139.18
2016-10-13,26.8252,13.3493,2132.55
2016-10-14,26.9757,13.1007,2132.98
2016-10-17,26.9579,12.9307,2126.5
2016-10-18,26.9381,13.2733,2139.6
2016-10-19,26.8596,13.5707,2144.29
2016-10-20,26.845,13.2733,2141.34
2016-10-21,26.7378,13.3393,2141.16
2016-10-24,26.9794,13.5173,2151.33
2016-10-25,27.1118,13.4893,2143.16
2016-10-26,26.5003,13.4827,2139.43
2016-10-27,26.2527,13.6007,2133.04
2016-10-28,26.0778,13.3313,2126.41
2016-10-31,26.0337,13.182,2126.15
2016-11-01,25.567,12.7193,2111.72
2016-11-02,25.5899,12.5347,2097.94
2016-11-03,25.3135,12.4947,2088.66
2016-11-04,25.0839,12.704,2085.18
2016-11-07,25.4466,12.8807,2131.52
2016-11-08,25.5997,12.996,2139.56
2016-11-09,25.5574,12.6707,2163.26
2016-11-10,24.8444,12.3567,2167.48
2016-11-11,24.9946,12.5707,2164.45
2016-11-14,24.369,12.0967,2164.2
2016-11-15,24.6842,12.2513,2180.39
2016-11-16,25.3481,12.262,2176.94
2016-11-17,25.3381,12.5773,2187.12
2016-11-18,25.3631,12.3347,2181.9
2016-11-21,25.7525,12.3133,2198.18
2016-11-22,25.7702,12.7447,2202.94
2016-11-23,25.6388,12.876,2204.72
2016-11-25,25.7673,13.11,2213.35
2016-11-28,25.7165,13.0747,2201.72
2016-11-29,25.6897,12.638,2204.66
2016-11-30,25.4727,12.6267,2198.81
2016-12-01,25.235,12.1253,2191.08
2016-12-02,25.3253,12.098,2191.95
2016-12-05,25.146,12.4533,2204.71
2016-12-06,25.3381,12.39,2212.23
2016-12-07,25.5929,12.876,2241.35
2016-12-08,25.8419,12.8193,2246.19
2016-12-09,26.2654,12.812,2259.53
2016-12-12,26.1171,12.8287,2256.96
2016-12-13,26.5462,13.21,2271.72
2016-12-14,26.5462,13.246,2253.28
2016-12-15,26.6945,13.172,2262.03
2016-12-16,26.7319,13.4993,2258.07
2016-12-19,26.8891,13.5153,2262.53
2016-12-20,26.9579,13.9193,2270.76
2016-12-21,26.9823,13.8467,2265.18
2016-12-22,26.8056,13.8967,2260.96
2016-12-23,26.8596,14.2227,2263.79
2016-12-27,27.0266,14.6353,2268.88
2016-12-28,26.9137,14.6493,2249.92
2016-12-29,26.9108,14.31,2249.26
2016-12-30,26.6945,14.246,2238.83
2017-01-03,26.7722,14.466,2257.83
2017-01-04,26.7428,15.1327,2270.75
2017-01-05,26.8812,15.1167,2269.0
2017-01-06,27.1759,15.2673,2276.98
2017-01-09,27.4244,15.4187,2268.9
2017-01-10,27.4538,15.3247,2268.9
2017-01-11,27.601,15.3153,2275.32
2017-01-12,27.4893,15.306,2270.44
2017-01-13,27.437,15.85,2274.64
2017-01-17,27.658,15.7053,2267.89
2017-01-18,27.6561,15.8907,2271.89
2017-01-19,27.6089,16.2507,2263.69
2017-01-20,27.658,16.3153,2271.31
2017-01-23,27.6798,16.5947,2265.2
2017-01-24,27.6501,16.974,2280.07
2017-01-25,28.0923,16.9647,2298.37
2017-01-26,28.105,16.834,2296.68
2017-01-27,28.1079,16.864,2294.69
2017-01-30,28.0303,16.708,2280.9
2017-01-31,27.9712,16.7953,2278.87
2017-02-01,29.6735,16.616,2279.55
2017-02-02,29.6284,16.7693,2280.85
2017-02-03,29.7462,16.7553,2297.42
2017-02-06,30.0359,17.1847,2292.56
2017-02-07,30.313,17.1653,2293.08
2017-02-08,30.4268,17.472,2294.67
2017-02-09,30.6577,17.9467,2307.87
2017-02-10,30.5861,17.9487,2316.1
2017-02-13,30.8589,18.7067,2328.25
2017-02-14,31.2536,18.732,2337.58
2017-02-15,31.3698,18.6507,2349.25
2017-02-16,31.333,17.93,2347.22
2017-02-17,31.4196,18.1487,2351.16
2017-02-21,31.6465,18.4927,2365.38
2017-02-22,31.7411,18.234,2362.82
2017-02-23,31.5986,17.066,2363.81
2017-02-24,31.6376,17.1333,2367.34
2017-02-27,31.6974,16.4153,2369.75
2017-02-28,31.7114,16.666,2363.64
2017-03-01,32.3625,16.668,2395.96
2017-03-02,32.1642,16.6987,2381.92
2017-03-03,32.3605,16.7713,2383.12
2017-03-06,32.2546,16.7473,2375.31
2017-03-07,32.2978,16.5727,2368.39
2017-03-08,32.174,16.4553,2362.98
2017-03-09,32.0993,16.3267,2364.87
2017-03-10,32.2075,16.246,2372.6
2017-03-13,32.2231,16.4113,2373.47
2017-03-14,32.1711,17.2,2365.45
2017-03-15,32.517,17.0487,2385.26
2017-03-16,32.5678,17.47,2381.38
2017-03-17,32.4047,17.4333,2378.25
2017-03-20,32.7469,17.4613,2373.47
2017-03-21,32.3724,16.712,2344.02
2017-03-22,32.7369,17.0007,2348.45
2017-03-23,32.6197,16.9853,2345.96
2017-03-24,32.5579,17.544,2343.98
2017-03-27,32.6099,18.0147,2341.59
2017-03-28,33.2878,18.4967,2358.57
2017-03-29,33.3595,18.492,2361.13
2017-03-30,33.3171,18.528,2368.06
2017-03-31,33.2532,18.5533,2362.72
2017-04-03,33.2632,19.9013,2358.84
2017-04-04,33.5127,20.2453,2360.16
2017-04-05,33.3399,19.6667,2352.95
2017-04-06,33.2532,19.9133,2357.49
2017-04-07,33.1777,20.1693,2355.54
2017-04-10,33.1385,20.826,2357.16
2017-04-11,32.7829,20.5807,2353.78
2017-04-12,32.8251,19.7893,2344.93
2017-04-13,32.6513,20.2667,2328.95
2017-04-17,32.8321,20.096,2349.01
2017-04-18,32.6857,20.0167,2342.19
2017-04-19,32.5649,20.368,2338.17
2017-04-20,32.9744,20.1673,2355.84
2017-04-21,32.9371,20.3733,2348.69
2017-04-24,33.2484,20.5353,2374.15
2017-04-25,33.4577,20.9193,2388.61
2017-04-26,33.2582,20.678,2387.45
2017-04-27,33.2849,20.5753,2388.77
2017-04-28,33.2513,20.938,2384.2
2017-05-01,33.9322,21.522,2388.33
2017-05-02,34.1493,21.2593,2391.17
2017-05-03,34.0469,20.7347,2388.13
2017-05-04,33.9193,19.6973,2389.52
2017-05-05,34.4829,20.5567,2399.29
2017-05-08,35.4192,20.4793,2399.38
2017-05-09,35.6497,21.4173,2396.92
2017-05-10,35.4751,21.6813,2399.63
2017-05-11,35.7815,21.54,2394.44
2017-05-12,36.2844,21.654,2390.9
2017-05-15,36.19,21.0587,2402.32
2017-05-16,36.1389,21.134,2400.67
2017-05-17,34.924,20.4,2357.03
2017-05-18,35.4582,20.8707,2365.72
2017-05-19,35.577,20.722,2381.73
2017-05-22,35.7911,20.69,2394.02
2017-05-23,35.7549,20.2573,2398.42
2017-05-24,35.6448,20.6813,2404.39
2017-05-25,35.7697,21.122,2415.07
2017-05-26,35.7087,21.676,2415.82
2017-05-30,35.7233,22.34,2412.91
2017-05-31,35.5045,22.734,2411.8
2017-06-01,35.6056,22.6913,2430.06
2017-06-02,36.136,22.6567,2439.07
2017-06-05,35.7796,23.1547,2436.1
2017-06-06,35.8991,23.52,2429.33
2017-06-07,36.1164,23.9767,2433.14
2017-06-08,36.0252,24.6667,2433.79
2017-06-09,34.6264,23.8213,2431.77
2017-06-12,33.7995,23.934,2429.39
2017-06-13,34.0795,25.0633,2440.35
2017-06-14,33.7377,25.3773,2437.92
2017-06-15,33.542,25.0227,2432.46
2017-06-16,33.0686,24.76,2433.15
2017-06-19,34.0176,24.6533,2453.46
2017-06-20,33.705,24.816,2437.03
2017-06-21,33.9063,25.0933,2435.61
2017-06-22,33.8516,25.5073,2434.5
2017-06-23,34.0028,25.5633,2438.3
2017-06-26,33.8944,25.166,2439.07
2017-06-27,33.4084,24.158,2419.38
2017-06-28,33.8964,24.7493,2440.69
2017-06-29,33.3957,24.05,2419.7
2017-06-30,33.4772,24.1073,2423.41
2017-07-03,33.3536,23.5,2429.01
2017-07-05,33.4931,21.806,2432.54
2017-07-06,33.1737,20.5887,2409.75
2017-07-07,33.5157,20.8813,2425.18
2017-07-10,33.718,21.07,2427.43
2017-07-11,33.8268,21.8147,2425.53
2017-07-12,33.8762,21.968,2443.25
2017-07-13,34.3464,21.5607,2447.83
2017-07-14,34.6421,21.852,2459.27
2017-07-17,34.7658,21.3047,2459.14
2017-07-18,34.8858,21.8827,2460.61
2017-07-19,35.1048,21.684,2473.83
2017-07-20,34.9445,21.9947,2473.45
2017-07-21,34.927,21.8933,2472.54
2017-07-24,35.353,22.8347,2469.91
2017-07-25,35.5015,22.64,2477.13
2017-07-26,35.6744,22.9233,2477.83
2017-07-27,34.9957,22.2973,2475.42
2017-07-28,34.753,22.338,2472.1
2017-07-31,34.5675,21.5647,2470.3
2017-08-01,34.8779,21.3047,2476.35
2017-08-02,36.5238,21.726,2477.57
2017-08-03,36.1603,23.1383,2472.16
2017-08-04,36.3551,23.794,2476.83
2017-08-07,36.9178,23.678,2480.91
2017-08-08,37.2015,24.348,2474.92
2017-08-09,37.4383,24.2353,2474.02
2017-08-10,36.245,23.6933,2438.21
2017-08-11,36.7507,23.858,2441.32
2017-08-14,37.2989,24.2533,2465.84
2017-08-15,37.7063,24.1553,2464.61
2017-08-16,37.5582,24.194,2468.11
2017-08-17,36.8392,23.4613,2430.01
2017-08-18,36.7546,23.164,2425.55
2017-08-21,36.6838,22.524,2428.37
2017-08-22,37.282,22.7567,2452.51
2017-08-23,37.331,23.518,2444.04
2017-08-24,37.1653,23.5287,2438.97
2017-08-25,37.3018,23.2033,2443.05
2017-08-28,37.6751,23.044,2444.24
2017-08-29,38.0217,23.1573,2446.3
2017-08-30,38.1228,23.5453,2457.59
2017-08-31,38.2673,23.7267,2471.65
2017-09-01,38.277,23.6933,2476.55
2017-09-05,37.8194,23.306,2457.85
2017-09-06,37.78,22.9687,2465.54
2017-09-07,37.6317,23.374,2465.1
2017-09-08,37.0229,22.8933,2461.43
2017-09-11,37.6828,24.246,2488.11
2017-09-12,37.5365,24.1833,2496.48
2017-09-13,37.2498,24.4153,2498.37
2017-09-14,36.9394,25.176,2495.62
2017-09-15,37.3068,25.3207,2500.23
2017-09-18,37.0327,25.6667,2503.87
2017-09-19,37.0423,25.0067,2506.65
2017-09-20,36.4207,24.9273,2508.24
2017-09-21,35.7911,24.432,2500.6
2017-09-22,35.4453,23.406,2502.22
2017-09-25,35.134,22.9993,2496.66
2017-09-26,35.7412,23.0167,2496.84
2017-09-27,35.9886,22.7313,2507.04
2017-09-28,35.7697,22.64,2510.06
2017-09-29,35.9619,22.7347,2519.36
2017-10-02,35.8894,22.7687,2529.12
2017-10-03,36.0446,23.2093,2534.58
2017-10-04,35.8098,23.6673,2537.74
2017-10-05,36.2616,23.676,2552.07
2017-10-06,36.239,23.789,2549.33
2017-10-09,36.3697,22.8627,2544.73
2017-10-10,36.3844,23.706,2550.64
2017-10-11,36.5288,23.64,2555.24
2017-10-12,36.4051,23.712,2550.93
2017-10-13,36.6301,23.7047,2553.17
2017-10-16,37.3068,23.3733,2557.64
2017-10-17,37.4481,23.7167,2559.36
2017-10-18,37.2772,23.9767,2561.26
2017-10-19,36.4031,23.454,2562.1
2017-10-20,36.4562,23.0067,2575.21
2017-10-23,36.4413,22.468,2564.98
2017-10-24,36.6566,22.4893,2569.13
2017-10-25,36.4954,21.7227,2557.15
2017-10-26,36.733,21.7447,2560.4
2017-10-27,38.056,21.3913,2581.07
2017-10-30,38.9038,21.3387,2572.83
2017-10-31,39.4499,22.102,2575.26
2017-11-01,38.94,21.4053,2579.36
2017-11-02,39.2305,19.9507,2579.85
2017-11-03,40.2511,20.406,2587.84
2017-11-06,40.6638,20.1853,2591.13
2017-11-07,40.7904,20.4033,2590.64
2017-11-08,41.1271,20.2873,2594.38
2017-11-09,41.0437,20.1993,2584.62
2017-11-10,40.9041,20.1993,2582.3
2017-11-13,40.7453,21.0267,2584.84
2017-11-14,40.1263,20.58,2578.87
2017-11-15,39.595,20.7533,2564.62
2017-11-16,40.0744,20.8333,2585.64
2017-11-17,39.8473,21.0033,2578.85
2017-11-20,39.8054,20.5827,2582.14
2017-11-21,40.5496,21.1873,2599.03
2017-11-22,40.9721,20.84,2597.08
2017-11-24,40.975,21.0367,2602.42
2017-11-27,40.7687,21.1207,2601.42
2017-11-28,40.5341,21.174,2627.04
2017-11-29,39.6921,20.5027,2626.07
2017-11-30,40.2433,20.5967,2647.58
2017-12-01,40.0616,20.4353,2642.22
2017-12-04,39.7676,20.3467,2639.44
2017-12-05,39.7318,20.2467,2629.57
2017-12-06,39.5881,20.8847,2629.27
2017-12-07,39.6532,20.7507,2636.98
2017-12-08,39.6657,21.0087,2651.5
2017-12-11,40.4378,21.9267,2659.99
2017-12-12,40.2069,22.7353,2664.11
2017-12-13,40.3444,22.602,2662.85
2017-12-14,40.3317,22.526,2652.01
2017-12-15,40.7453,22.8953,2675.81
2017-12-18,41.3177,22.5873,2690.16
2017-12-19,40.8709,22.066,2681.47
2017-12-20,40.8315,21.932,2679.25
2017-12-21,40.9848,22.1107,2684.57
2017-12-22,40.9848,21.68,2683.34
2017-12-26,39.9448,21.1527,2680.5
2017-12-27,39.9516,20.776,2682.62
2017-12-28,40.0685,21.024,2687.54
2017-12-29,39.6315,20.7567,2673.61
2018-01-02,40.3415,21.3687,2695.81
2018-01-03,40.3346,21.15,2713.06
2018-01-04,40.5253,20.9747,2723.99
2018-01-05,40.9818,21.1053,2743.15
2018-01-08,40.8414,22.4273,2747.71
2018-01-09,40.8258,22.246,2751.29
2018-01-10,40.816,22.32,2748.23
2018-01-11,41.0506,22.53,2767.56
2018-01-12,41.4671,22.4147,2786.24
2018-01-16,41.2637,22.6707,2776.42
2018-01-17,41.9443,23.144,2802.56
2018-01-18,41.9826,22.9713,2798.03
2018-01-19,41.7961,23.3347,2810.3
2018-01-22,41.4515,23.4373,2832.97
2018-01-23,41.4602,23.5193,2839.13
2018-01-24,40.7992,23.0593,2837.54
2018-01-25,40.0764,22.5093,2839.25
2018-01-26,40.1648,22.8567,2872.87
2018-01-29,39.3357,23.302,2853.53
2018-01-30,39.1032,23.0547,2822.43
2018-01-31,39.2123,23.6207,2823.81
2018-02-01,39.2907,23.2833,2821.98
2018-02-02,37.5875,22.9167,2762.13
2018-02-05,36.6448,22.2087,2648.94
2018-02-06,38.1808,22.2647,2695.14
2018-02-07,37.3527,23.0,2681.66
2018-02-08,36.3373,21.0153,2581.0
2018-02-09,36.7823,20.6947,2619.55
2018-02-12,38.2574,21.0487,2656.0
2018-02-13,38.6463,21.5773,2662.94
2018-02-14,39.3575,21.4873,2698.63
2018-02-15,40.6801,22.271,2731.2
2018-02-16,40.5467,22.366,2732.22
2018-02-20,40.4092,22.3173,2716.26
2018-02-21,40.2237,22.22,2701.33
2018-02-22,40.5634,23.088,2703.96
2018-02-23,41.2716,23.47,2747.3
2018-02-26,42.0849,23.8233,2779.6
2018-02-27,41.9502,23.3993,2744.28
2018-02-28,41.8894,22.8707,2713.83
2018-03-01,41.1527,22.062,2677.67
2018-03-02,41.4346,22.3413,2691.25
2018-03-05,41.5742,22.2233,2720.94
2018-03-06,41.5378,21.88,2728.12
2018-03-07,41.1596,22.1533,2726.8
2018-03-08,41.6035,21.94,2738.97
2018-03-09,42.3204,21.8113,2786.57
2018-03-12,42.7293,23.034,2783.02
2018-03-13,42.3184,22.7893,2765.31
2018-03-14,41.961,21.7753,2749.48
