Date,Open,High,Low,Close,Volume,SMA20,SMA50,EMA20,RSI,MACD,Signal,BB_mid,BB_upper,BB_lower,Returns,Volatility20
2010-01-04,6.40299,6.43301,6.36988,6.4184,585186012,,,6.4184,,0.0,0.0,,,,,
2010-01-05,6.44185,6.46601,6.39581,6.4294,716156511,,,6.424175000000001,,0.00024679487179390946,0.00013710826210772747,,,,0.0017138227595663302,
2010-01-06,6.4294,6.45505,6.32017,6.32677,655034271,,,6.388408467943381,,-0.0028680845067539096,-0.0010945281185732712,,,,-0.01596260926369497,
2010-01-07,6.34867,6.35829,6.26949,6.31559,567320778,,,6.367386902119701,,-0.004618152883292481,-0.002288167944020158,,,,-0.0017670944257495158,
2010-01-08,6.31066,6.35829,6.26998,6.35809,532601139,,,6.365138060611865,,-0.003780717308835335,-0.002732167636076077,,,,0.006729379202893071,
2010-01-11,6.38727,6.38794,6.25153,6.30163,549106952,,,6.351740760706029,,-0.0056205027008404684,-0.0035150670269502833,,,,-0.008880025290613935,
2010-01-12,6.27744,6.29091,6.19065,6.23002,706451260,,,6.328726377665699,,-0.009947617465282832,-0.00514297393806196,,,,-0.01136372652789841,
2010-01-13,6.2416,6.32579,6.12122,6.31724,719745112,,,6.326740899569548,,-0.008540969780989727,-0.005959576238443492,,,,0.01399995505632412,
2010-01-14,6.29935,6.31213,6.2688,6.28061,515043096,,,6.3193412777094915,,-0.00925428584538679,-0.006720670502786039,,,,-0.005798418296597885,
2010-01-15,6.34022,6.34632,6.17376,6.1755,707249828,,,6.29768002764726,,-0.015039800920938262,-0.008584638641310162,,,,-0.016735635551323846,
2010-01-19,6.24997,6.45376,6.21547,6.44951,868060326,,,6.319345075320166,,-0.004411545723875143,-0.0076715897557615475,,,,0.044370496316087804,
2010-01-20,6.44563,6.46447,6.28306,6.35014,727812323,,,6.32354021108409,,-0.002017912905101227,-0.006457417074291731,,,,-0.015407372032914202,
2010-01-21,6.36744,6.39707,6.21451,6.23983,722813651,,,6.312585555481519,,-0.00644717154902974,-0.006455248765185592,,,,-0.01737127055466481,
2010-01-22,6.20184,6.22334,5.9122,5.93027,1044240081,,,6.264275299090491,,-0.027619707654096715,-0.010882869355881855,,,,-0.049610325922340825,
2010-01-25,6.0833,6.13919,6.00394,6.09065,1238130730,,,6.242997857008554,38.912156539036644,-0.0337173713370591,-0.01561631299435485,,,,0.027044299837950092,
2010-01-26,6.17356,6.40938,6.07544,6.1757,2215173823,,,6.234969879481502,41.82678058272443,-0.03276219580771755,-0.01914480785798375,,,,0.013964026828006793,
2010-01-27,6.20282,6.31559,5.9836,6.23415,2049558235,,,6.234874372997032,46.92871922750423,-0.028010013090669972,-0.020958693989040596,,,,0.00946451414414562,
2010-01-28,6.15773,6.16314,5.95944,5.97683,1395178709,,,6.2054406622883995,40.343105394588285,-0.04025074299911857,-0.024887885818492134,,,,-0.041275875620573776,
2010-01-29,6.03822,6.06415,5.70545,5.75979,1481772760,,,6.155547046949472,34.48810486798165,-0.06309113968980995,-0.03264026008023221,,,,-0.036313564213805605,
2010-02-01,5.77588,5.87812,5.73729,5.84032,890407433,6.210022,,6.120835570658942,38.187228245561016,-0.07468467944015345,-0.04114722255194162,6.210022,6.602215032043098,5.817828967956903,0.01398141251677587,
2010-02-02,5.87587,5.88794,5.79955,5.8734,831003402,6.182772,,6.093988430192614,40.684200077322565,-0.08055848722069747,-0.0491028532271985,6.182772,6.589469807978771,5.776074192021229,0.005664073201468334,0.36253908116739997
2010-02-03,5.85602,6.00452,5.8308,5.97486,731415373,6.160044999999999,,6.081232006184531,41.12223201783953,-0.07734060835387435,-0.05479238559150304,6.160044999999999,6.559448886626847,5.760641113373151,0.01727449177648377,0.3700233847453387
2010-02-04,5.90404,5.94982,5.74582,5.7596,900304419,6.1316865,,6.047194355347306,37.63580185388217,-0.088552433440098,-0.06158448866107698,6.1316865,6.560690570414993,5.702682429585007,-0.036027622404541715,0.38558626018478054
2010-02-05,5.77864,5.87812,5.72394,5.86192,1011550825,6.1090029999999995,,6.027792614347587,42.54849962454968,-0.08918102311242038,-0.06712998340987833,6.1090029999999995,6.544983198203157,5.673022801796842,0.017765122577956705,0.3935091149281498
2010-02-08,5.8686,5.93471,5.81879,5.82216,567652636,6.0822065,,6.006461217741127,33.22494906117471,-0.09138476594290079,-0.07199933580973591,6.0822065,6.519602504519331,5.644810495480669,-0.006782760597210391,0.39180330733246027
2010-02-09,5.89277,5.92341,5.84051,5.88402,753128511,6.061326,,5.993866740088763,37.281022495333914,-0.08768571701567751,-0.07514612263051539,6.061326,6.494468450976462,5.628183549023539,0.01062492270909754,0.3947546622563167
2010-02-10,5.87222,5.89628,5.82614,5.85239,439731673,6.0424445,,5.979424340673524,38.953640873581534,-0.08602101293039066,-0.07732637221051136,6.0424445,6.477542839542492,5.607346160457508,-0.005375576561602369,0.3936681964822307
2010-02-11,5.84206,5.99017,5.82048,5.95845,654489250,6.0245049999999996,,5.977297769321963,50.90891497871242,-0.07613659696295194,-0.0770879559969733,6.0245049999999996,6.441090413014959,5.60791958698504,0.01812251063240833,0.39626878724646025
2010-02-12,5.94363,6.04705,5.86291,6.00933,766349187,6.010941,,5.980525636246419,47.17776081071701,-0.06387127055379338,-0.07444052220296861,6.010941,6.409700140540017,5.612181859459983,0.008539133499483986,0.39800839282119305
2010-02-16,6.05659,6.10962,6.04361,6.10018,644982968,6.007175,,5.992516802043,47.38956100933287,-0.04695644370204821,-0.068936893340254,6.007175,6.400779751602687,5.6135702483973136,0.015118157931083731,0.39832582826800594
2010-02-17,6.12572,6.1271,6.02486,6.07447,517748396,5.988422999999999,,6.000689071471467,44.352648257129914,-0.03508178076986557,-0.06215915848269166,5.988422999999999,6.324883818715238,5.651962181284761,-0.004214629732237407,0.3616910428427613
2010-02-18,6.04685,6.11499,6.0268,6.08624,501719344,5.9752279999999995,,6.009182048060909,54.68280531753711,-0.02453135362600012,-0.05462763042006009,5.9752279999999995,6.270087380908046,5.680368619091953,0.0019376176028527148,0.3588638158383779
2010-02-19,6.05343,6.0943,6.03143,6.04814,494512945,5.9656435000000005,,6.013034011045133,64.57387770780478,-0.01882294336467627,-0.04746215134705942,5.9656435000000005,6.235707604458266,5.695579395541735,-0.006260022608375659,0.35464211786564503
2010-02-22,6.07159,6.07307,5.97389,6.01052,464944717,5.969656,,6.012786339224452,58.99234963438859,-0.016943918028757388,-0.04135540819675104,5.969656,6.2398917879139555,5.699420212086044,-0.0062200941115782005,0.30644667624962396
2010-02-23,5.99509,6.03822,5.86938,5.91004,684790465,5.9606255,,6.002697196518432,51.80713383838385,-0.022799512800592225,-0.037642723073511304,5.9606255,6.225861673168074,5.695389326831926,-0.016717355569900616,0.296030540659027
2010-02-24,5.95355,6.04076,5.93321,6.01838,547994175,5.9527595,,6.004232624599956,52.13199561059727,-0.018970165962946872,-0.03390699933973547,5.9527595,6.199849785436002,5.705669214563998,0.01833151721477333,0.2994111770601704
2010-02-25,5.91918,6.08408,5.90494,6.05806,791707024,5.943955,,6.009488586569881,67.65910112891399,-0.01275888822748783,-0.029676278759427018,5.943955,6.159342944196666,5.7285670558033335,0.006593136358953755,0.29823628733635493
2010-02-26,6.07179,6.15313,6.05806,6.13653,603741475,5.95194,,6.021863733805162,66.71984023574973,-0.001800815298170555,-0.024100027925188165,5.95194,6.183679872951964,5.720200127048035,0.012952991551750781,0.2616077461907098
2010-03-01,6.1703,6.28306,6.16196,6.26783,654091677,5.977342,,6.045771457923535,74.41358531909067,0.016791014771899704,-0.015920460321989145,5.977342,6.230760995225408,5.723923004774592,0.021396456955315113,0.22933159926196522
2010-03-02,6.29703,6.32284,6.23061,6.26411,674002495,5.9985315,,6.066952251640626,72.23762885994782,0.030866097947551907,-0.006561904702668005,5.9985315,6.273651224389989,5.723411775610011,-0.0005935068436764279,0.22702458122109268
2010-03-03,6.27345,6.29425,6.23602,6.27784,442276721,6.0187535,,6.087374087448978,75.42398202483537,0.04258213147079015,0.0032679478212371614,6.0187535,6.313874655586547,5.723632344413453,0.0021918516756571638,0.2269417331423237
2010-03-04,6.27943,6.32549,6.25772,6.31891,426911954,6.0359560000000005,,6.10975963635746,73.35432540299588,0.05442292551728123,0.013499813791338553,6.0359560000000005,6.359084497588323,5.712827502411678,0.006542059052157878,0.22138940805325302
2010-03-05,6.44794,6.5887,6.43697,6.56651,1070260443,6.0763015,,6.153855849702161,78.76688282185782,0.0821546799119579,0.027231721560678043,6.0763015,6.451455319415592,5.701147680584407,0.0391839731852488,0.20647606362037424
